"Cargo type"," (Weight)"
"590900",
"5910","20294"
"5911","500"
"591110",
"591131",
"591132",
"591140",
"59114000",
"591190",
"6001","153862.42"
"600100",
"600110","77483.72"
"600122",
"600129",
"600192","50322"
"60019200",
"600199",
"600240","9238.83"
"600330",
"6004",
"600410",
"60041000",
"6005","88574"
"600522",
"600536",
"600537","5772"
"600539","89029.71"
"600590","45600"
"600610",
"600622","12817"
"600623",
"600631",
"60063110",
"600632",
"60063200",
"60063210",
"600633","7780"
"60063310",
"600690",
"60290",
"6101","6878"
"610120","1052.562"
"610130","1802.91"
"610190",
"6102",
"610220",
"610230","2538.42"
"61023010",
"6103","29802.31"
"610310",
"610322",
"610323",
"61033100",
"610333",
"610341",
"610342","107.73"
"61034200",
"610343",
"610349",
"6104","11965.87"
"61042000",
"610432",
"610433",
"610439",
"610442",
"610443",
"610444","2295.88"
"610453",
"610462",
"610463","1281.93"
"61046300",
"610469",
"6105","64391.74"
"610510",
"610520",
"610590",
"6106",
"610610",
"610620",
"61069000",
"61069010",
"6107","24849"
"610711",
"610712",
"610719",
"610721",
"610799",
"6108","5915"
"610810",
"610821","5971"
"610822",
"610831",
"610832","24356"
"610839",
"610891",
"610892","354"
"610899",
"6109","133539.18"
"61091",
"610910","116228.23"
"61091000",
"6109100000",
"6109100037",
"610990","3251.19"
"61099020",
"6110","6978"
"611020",
"61102099","1963.15"
"611030","9295.76"
"611090",
"6111","10854.845"
"61110","19608"
"611110","43789.14"
"611120",
"611130",
"611190",
"6112","12320"
"611212",
"611231",
"611241","13878"
"611300",
"6114",
"611420","2685.55"
"61142000",
"611430",
"611490",
"6115","54850"
"611510",
"611521",
"611522",
"61152200",
"611529",
"611530",
"611594",
"611595","203558.95"
"611596",
"611599",
"61159900",
"6116","56249.45"
"611600",
"611610","9338.66"
"61161020",
"61161055",
"611691",
"611692",
"6116927470",
"611693","30828"
"611710",
"61178010",
"619001",
"6201","32221.49"
"620100",
"620111",
"620113","2826.9"
"620192",
"620193","16133.18"
"62019300",
"620199",
"6202","5108"
"620210",
"620212","45917"
"620213",
"620292","15219.79"
"620293","8713.63"
"62029300",
"6203","58908.29"
"620310",
"620312",
"62032210",
"620323",
"620332",
"620333",
"620342","21251.432"
"62034290",
"620343","11441.83"
"62034311",
"6203431310",
"620349",
"6204","18950.16"
"620413",
"620432",
"620442","5251.5"
"620443",
"620444","3014.77"
"620452",
"620453",
"620462","11819.38"
"6204623900",
"620463","10720"
"620469",
"6205","24675"
"620520","9344.35"
"620530","5100"
"62053000",
"620590",
"6206","13570"
"620630",
"620640",
"6207","3659"
"620711",
"620719",
"620722",
"620791",
"6208",
"620821",
"620891",
"620892",
"6209","10665"
"620920",
"620930",
"620990",
"6210","25480.4"
"621010","24438"
"621020",
"6210300","27031"
"621040","14230.1"
"621050",
"6211","31290"
"621132",
"62113210",
"621133","37282.91"
"621139","5199.6"
"621142",
"621143",
"621149",
"6212","4527.25"
"621210","8649.06"
"62121010",
"621230","2548.41"
"621290",
"621410",
"621430",
"621520",
"6216","640"
"621600",
"62160013",
"6216002120",
"6216005810",
"6217","21797.7"
"621710",
"62171000",
"621790",
"622893",
"6301","244462.8"
"630100",
"630110","2983.2"
"630120",
"63012090",
"630130",
"630140","55895.24"
"63014000",
"63014010",
"63014090",
"630190",
"6302","880962.12"
"630200",
"630210","106671.76"
"63021000",
"630221","56538.45"
"63022290","5484"
"630229",
"630231","55242"
"63023100",
"630232",
"630239","5225"
"63023990",
"630240",
"630251",
"630253",
"630260","59200.864"
"63026000",
"630291",
"63029100",
"630293",
"630299",
"6303","188984.91"
"630310",
"630312",
"63031200",
"630391",
"630392","305146.76"
"630399",
"6304","133026.01"
"630411",
"630419","33787.836"
"630420",
"630491",
"63049100",
"630492","4715.2"
"630493",
"630499",
"6305","197587.11"
"630510",
"630532","288152.094"
"63053200",
"63053211",
"630533","21872.1"
"63053300",
"630539","470"
"630590",
"6306","419912.17"
"630600",
"630612","24242.2"
"63061200",
"630619",
"630622","86822.69"
"630629",
"630630",
"630640","3894.9"
"630690","26822.95"
"630691",
"6307","83248.18"
"630700",
"630710","34840.475"
"63071010",
"630720","3647.54"
"63072000",
"630790","117627.57"
"63079010",
"63079098","3980"
"6307909899",
"6308",
"6309","1633426.7"
"63090",
"630900","363130"
"63090000","100494"
"6309000000",
"6309000010",
"630910",
"6310","51476"
"631010","5322.997"
"631090",
"6401",
"640110",
"640192","17786"
"64019290",
"6402","96533.493"
"640210",
"640212",
"640219",
"640220","1665.5"
"64022000",
"640291",
"640299","45220.73"
"64029905",
"6403","285210.2"
"640300",
"640310",
"640319",
"640320",
"640340","10599"
"640359",
"640390",
"640391",
"640399","49353.1"
"64039905",
"64039990",
"6404","149464.43"
"640400",
"640410",
"640411","25860"
"640419","112173.41"
"64041910",
"640420",
"6405",
"640510",
"640520","1860.4"
"64052099",
"640590","147"
"64059090",
"6406","70991.62"
"640610","9550.73"
"640620",
"640690","12028.915"
"640699",
"6504","40172.44"
"650400",
"6505","13937.755"
"650500","34877"
"65050010",
"65050030",
"65050090",
"6506","22708.8"
"650610","4599.41"
"650691",
"650699",
"650700",
"6601","110587.68"
"660110","63054"
"660191","160172.6"
"660199","96326"
"660320",
"660390","8151.53"
"6609",
"670100",
"67012",
"6702","8809.18"
"670210","63966.68"
"67021000",
"670290","26524"
"67029000",
"67074090",
"6710196800",
"68010000",
"6802","331128.06"
"68021",
"680210",
"680221","49291"
"680223","55000"
"680229",
"680291","68160"
"68029100",
"680292",
"680293","46963"
"68029310",
"68029390","26300"
"680299",
"68029910",
"68029990",
"6803",
"680300",
"6804","25085"
"680421",
"68042100",
"680422",
"68042300",
"680430","309"
"6805",
"680510",
"68051000",
"680520",
"68052000",
"680530","2717.046"
"6806","50174.58"
"680610",
"68061000",
"680620",
"68062010","6723874"
"68062090","19570"
"680690","2975"
"68069000",
"6807","100246"
"680710","98574"
"68071000",
"6807100000",
"680790",
"68079000",
"6808","144003"
"680800","41285"
"68080000",
"6808000000",
"6809",
"680911",
"68091100","1724955"
"680990",
"6810","63977"
"681000",
"681011",
"68101110",
"68101190",
"681019",
"68101900",
"681091","19000"
"68109100",
"681099","87492.1"
"68109900",
"681099000",
"681182",
"68118200",
"6812","22000"
"681291",
"68129110",
"681299",
"6813",
"681320",
"681381",
"68138100",
"681410",
"6815","194620.8"
"681510",
"681520",
"681591",
"68159100",
"681599",
"68159900",
"6901",
"690100",
"6902","1239774.87"
"690200",
"690210","667095"
"69021000",
"690220","630131.84"
"69022010",
"69022050",
"69022091","197520"
"690290","142030"
"6903",
"690320",
"690390",
"69039010",
"6904",
"690410",
"6905",
"690590",
"6906",
"690600","68412"
"6907","1366945.51"
"690700",
"690710",
"69071000",
"690721","922914.65"
"690722","152778.84"
"69072200",
"690723","365811.69"
"69072300",
"690730",
"690740","1074261.75"
"6907400",
"69074000",
"6907409",
"69074090",
"6908",
"690810",
"690890",
"6909","13820.61"
"690912","18825"
"690919",
"690990",
"6910","70260"
"691010","105069.5"
"69101000","7841.5"
"691090",
"69109000","17.96"
"691099",
"6911","610681.37"
"691100",
"691110","331282.99"
"69111000",
"691190","37667"
"6912","168347"
"691200","270997"
"69120010",
"69120029",
"69120035",
"69120045",
"69120083",
"691210",
"6913","20326"
"691310","57"
"69131000",
"691390","87577.8"
"69139010",
"69139098",
"6914","34380"
"691410","35356"
"691490","27090"
"69149041",
"6989",
"7001",
"7002",
"700210",
"700239",
"700312",
"700320",
"7004",
"700490",
"7005","305058.88"
"700510","358643.93"
"70051005","6212"
"70051080",
"700529","102142"
"7006",
"700600","104520"
"7007","871983.04"
"700710",
"700711",
"70071190",
"700719","185063.74"
"700721","162728"
"700729",
"70072900",
"700800",
"70080081",
"70080089",
"7009","230199.16"
"700910",
"70091000",
"700991","141893.67"
"700992","489584.85"
"70099200",
"7010","15837584.11"
"701000",
"701010",
"701020",
"701090","7229827.4"
"70109031",
"70109043",
"7011","14376"
"701110",
"70111010",
"7013","468995.052"
"701300",
"701310","24425.76"
"701328","14220.2"
"70133399",
"701337","9273"
"70133791",
"70133799",
"701342","34735"
"70134200",
"701349","202534.15"
"70134910",
"70134999",
"701391",
"701399","34742.51"
"70139900",
"7015",
"701590",
"7016","2782"
"701610",
"70161000",
"7017","76009.9"
"701710",
"701790",
"7018",
"701810",
"701890",
"70189090",
"7019","2672929.32"
"701910",
"701911","1016051.5"
"70191100","20700"
"701912","629075.55"
"70191200","109131"
"701919","1021426.5"
"70191910","48371"
"70191930",
"70191990",
"70191999",
"701931","283192"
"70193100","25031"
"701939","103467"
"70193900",
"701940","16692.5"
"70195",
"701951",
"70195100",
"701952","189766.7"
"701959","591895"
"70195900","128332"
"70195940",
"701990","270955"
"70199000","34125"
"70199090",
"7020",
"702000",
"70200030",
"70200080","8924"
"7037415970",
"7064",
"70820",
"710310",
"7111",
"7112",
"711292",
"711299",
"711311",
"71151","466560"
"711510",
"7116",
"7117",
"711719",
"711790",
"71220",
"71239","16631.092"
"71290","104464"
"71310",
"713100",
"713109",
"7131090","26035"
"71310900",
"71320",
"713200",
"7133900",
"71350",
"713500",
"720085198",
"7201","23906051"
"72011",
"720110",
"72011011",
"72011030","123997074"
"720120",
"720150",
"72015030",
"7202","233288"
"720211",
"72021180","5568050"
"7202118000",
"720219",
"72021900","385580"
"720221","324972"
"72022100","2315000"
"720229",
"720230","525000"
"72023000","4190000"
"72024",
"720241",
"72024190",
"720249",
"7202495010",
"72026000",
"72027000",
"720291","126836"
"72029100",
"720292","57294"
"7203",
"7204","781786"
"720410",
"72041000",
"720421",
"72042110","3813626"
"7204211090",
"72042190","23600"
"720429",
"72042900","3434820"
"720430",
"72043000","51805929"
"720441","415580"
"72044100",
"72044110",
"720449","403485"
"72044900",
"7204490020",
"7204490070",
"7204490080",
"72044910","38714200"
"72044930",
"72044990","156541071"
"7204499000",
"720450",
"7205","52800"
"720510","49500"
"72051000",
"720521",
"72052900",
"7206","20770"
"720610",
"72061000","34479588"
"7208",
"72081000",
"72082500","129200"
"72082600","246940"
"72082700","1447160"
"72083600",
"72083700","156540"
"72083800","96150"
"72083900","601186"
"72084000",
"72085120","542224"
"72085191",
"72085198","278882"
"72085291",
"72085299","21666"
"72085390",
"72085400",
"72085900",
"72089020",
"72089080",
"7209",
"720915",
"720916",
"72091610",
"72091690","11060"
"7209169000",
"72091790","220720"
"720918",
"72092690",
"720927",
"7210","2232600"
"72101100","18951258"
"721012",
"72101220",
"721030",
"721041","47210"
"72104100",
"721049",
"72104900","22830244"
"721050",
"721061","38980"
"721069",
"721070","1221503"
"72107080","970004"
"721090",
"72109080","8680421"
"72111400","69370"
"721119",
"72111900",
"721123",
"7212",
"721230","191780"
"72123000",
"721240",
"721250",
"721300",
"721310",
"72131000",
"72139110",
"7214",
"721410",
"72141000",
"72142000","1088749"
"72149931",
"721550","20435"
"7216",
"72161000",
"72162100",
"721632",
"72163299","310963.638"
"721640",
"721650",
"721661",
"72166110",
"72169110",
"72169180",
"721699",
"72169900",
"7217","523562"
"721710","41956"
"721719",
"721720","154848"
"721730","39816"
"7219",
"721922",
"721923",
"721924","46814"
"72193100",
"721933",
"721934",
"721935",
"72193510",
"7220",
"722012",
"722020",
"722090",
"7222",
"722220","663.612"
"7223","67047"
"722300",
"72230011",
"72230019",
"72230099",
"7224","162267"
"722410","3473.7"
"722490","26697"
"7225","2805450"
"72251100",
"72253070",
"72253090",
"72254012","13945750"
"722550",
"7226",
"722619",
"722692",
"722699",
"7228","890"
"722810",
"722830",
"72283000",
"72283069",
"722850","120500"
"72285069",
"722870","75474"
"7229","2272373"
"722910",
"722920","171118"
"72292000",
"722990","345659"
"72299005",
"7301","86780"
"730120",
"73012000",
"7302",
"730210",
"73021022",
"7302102200",
"730230",
"730240",
"7304","288113.5"
"730411",
"730419",
"730422",
"730423",
"730429",
"73042900",
"730431",
"730439",
"730441",
"73044100",
"730451",
"730459",
"7305",
"730511",
"730512",
"730520",
"73052000",
"73053900",
"7306","395096"
"730629",
"730630","143476.18"
"73063041",
"7306304990",
"7306305086",
"73063077",
"73063090",
"730640",
"73064020",
"730661","629230"
"73066110",
"73066192","454712"
"73066199","499183"
"73066990",
"730690","11220"
"7307","184607"
"730711",
"73071110",
"730719","2407.3"
"73071990",
"730721","26700"
"73072290",
"730723",
"730729",
"730791",
"730792",
"730793",
"730799","17889"
"73079910",
"73079980","13364.48"
"7308","733279.58"
"730800",
"730810","2037.1"
"730820",
"73082000","456569660"
"730830","1618"
"73083000",
"730840","58978.35"
"73084000",
"730890","289382.78"
"73089051",
"73089059","9477136"
"7308905900",
"73089098","295590.32"
"7308909809",
"7309","19452"
"730900",
"73090051",
"7309005100","299700"
"73090090",
"7310","221058"
"731000",
"73100000",
"731010","54"
"73101000",
"73102",
"731021",
"73102100",
"73102111",
"73102199",
"731029","59316"
"73102910",
"73102990","119827"
"7311","22471.64"
"731100",
"73110091",
"73112108",
"7312","546874"
"731210","713723"
"73121069",
"73121081",
"73121083",
"731290",
"7313",
"7314","119198"
"731412",
"731414",
"731419",
"731420","2576"
"731431",
"731439","52141.22"
"73143900","24043"
"731441",
"731442","405124.81"
"73144200",
"731449",
"7315","36120.72"
"731511","24986.88"
"731519",
"73151900",
"731582",
"731589",
"7317","40865"
"731700",
"73170020",
"7317005507",
"73170060","5"
"7318","546717.9"
"731811",
"73181100","4631854"
"731812","17280.5"
"73181210",
"73181290",
"731813",
"731814",
"73181410","24248.037"
"73181499",
"731815","88342"
"73181575","8946.788"
"73181581",
"73181588",
"73181595",
"731816","29372.98"
"731819","25675.05"
"73181900",
"731821",
"731822",
"73182200",
"731823",
"73182300",
"731824",
"731829","1.6"
"73182900","12386.074"
"7319200050",
"731940",
"731990",
"7320","59970"
"732010",
"732090",
"7321","178341.74"
"732111",
"732112",
"732119",
"732181",
"732182",
"732189","2388"
"73218900",
"73218990",
"732190",
"73219000",
"7322","111680"
"732211",
"732219","146658"
"73221900",
"732290",
"73229000",
"7323","273193.69"
"732310",
"732391","2414.497"
"73239100",
"732392",
"732393","371986.88"
"73239300",
"732394",
"732399","358290.1"
"73239900",
"7324","26795"
"732410","28324"
"73241000",
"732429",
"73242900",
"732490",
"73249000",
"7325","112020"
"732510",
"732591",
"732599","24700"
"73259910",
"7326","1156029.28"
"732610",
"73261100",
"732619","2799"
"73261990",
"732620","17000"
"73262000",
"7326200090",
"732690","678911.13"
"73269030","44019.36"
"73269040","9856"
"73269045",
"73269092",
"73269094",
"73269098","60344.81"
"7351",
"7403","4138958"
"740321","286026"
"740322","61276"
"7404","471021"
"740400","308146"
"74040091",
"74040099","102460"
"740721","20860"
"740819",
"740821","51616"
"740829","545.677"
"740919",
"7411",
"741110",
"741121","127.007"
"7412","2164.8"
"741210",
"741220","6607.55"
"74122000",
"7415","8000"
"741533",
"74153900",
"7418",
"741810",
"741819",
"7419",
"741991",
"741999",
"7502",
"750210",
"7503","50734"
"7505","38174"
"750522","2328.4"
"750620",
"7507",
"7508",
"7601","333812"
"760120","1235955.25"
"76012080",
"7601209090",
"7602","1183387"
"760200","901164"
"76020000",
"7602000090",
"76020090","44020"
"760310",
"7604","13595"
"76041090",
"760421","68526"
"76042100",
"760429",
"7605",
"760510",
"760521",
"7606",
"760611","1730.019"
"76061191",
"760612","167400"
"76061292",
"760692",
"76069200",
"7607","1151870"
"760711",
"760719","44980.3"
"76071910",
"760720","144140"
"7609",
"760900","19121"
"76090000",
"7610","136819.5"
"761010","16880"
"76101000",
"761090","107724.09"
"76109000",
"76109090","6780.06"
"7611","204200"
"761100",
"7612","282188.524"
"761210",
"761290","19917"
"76129020",
"7613",
"761410",
"761490",
"7615","67223.11"
"761510","479105.409"
"76151080","9110"
"761519","1224.699"
"761520","2090"
"7616","186380.43"
"761610",
"761691","797.424"
"7616910000",
"761699","40014.44"
"76169910",
"76169990",
"7670",
"7743999",
"7744",
"7802","26040"
"780200",
"78060080",
"7806008009",
"790120",
"7902","68245"
"790200","23140"
"79020000",
"790500",
"7907",
"790700",
"8001",
"80111",
"80132","161168"
"80212","20983"
"80300",
"80510",
"80520",
"80550",
"80610","73967.2"
"80620","150420"
"810199",
"810320",
"81041900",
"810420",
"810530",
"81053000",
"810790",
"8108","105855.16"
"810820","21840"
"810830","24380"
"810890",
"810920",
"81092000",
"8111","25050"
"81110",
"811100",
"81110011",
"8112",
"81120",
"811221",
"811292",
"81190","129235"
"811900",
"811905","102232"
"8131",
"81310",
"81340",
"81350","20809"
"8170",
"8201","49401.1"
"820100",
"820110","18444.15"
"82011000",
"820130",
"820140","8589"
"82014000",
"820150",
"820160",
"820190",
"8202","5697"
"820210","16608.49"
"820220",
"820231",
"820239","22714"
"820240",
"820291",
"820299",
"8203","250375"
"820310",
"820320",
"820330",
"820340",
"8204","145022.72"
"820411","395047.42"
"82041100",
"820412",
"820420",
"8205","300149.44"
"820510",
"820520","31951"
"820530","19182.4"
"820540",
"8205400000",
"820551","110638.27"
"82055100",
"820559","91923.7"
"82055910",
"82055980",
"820560",
"820570","57583.4"
"82057000",
"820590",
"8206","65573"
"820600","74297.6"
"82060000",
"8207","258042.7"
"820700",
"820713",
"820719","9109.5"
"820730","19235.2"
"820750",
"820760","2828.177"
"820790","213.644"
"8208",
"820810","206.387"
"820820",
"820830",
"820840","53840"
"820890","3172.9"
"820900",
"8210",
"821000","10124"
"8211","73450"
"821110","197762"
"82111000",
"821191",
"821192",
"82119200",
"821193","7661.939"
"821194","14909.6"
"8212",
"821210","2483.5"
"821220",
"8213","40942.4"
"821300","18626"
"8214","6886.149"
"821410",
"821420",
"821490","10408"
"8215","73979.35"
"821510",
"82151030",
"821520","35826.53"
"82152000",
"82152010",
"821599","19518.78"
"82159900",
"8215990000",
"82159910",
"8301","36253"
"830110","19413.65"
"830120",
"830130",
"830140","29334.74"
"830160","107509.7"
"83016000",
"8302","552772.26"
"830200",
"830210","83628.86"
"83021000","3.56"
"830220","37760"
"830230",
"830241","136805.12"
"83024110","26720"
"83024150",
"83024190",
"830242","358219.5"
"83024200","41916"
"830249",
"83024900",
"830250","174364"
"83025000","123.72"
"830260","85845"
"8303",
"830300","28518"
"83030040",
"8304","5117"
"830400","19302"
"83040000",
"8305","108503"
"830500",
"830510","11147"
"830520","44288.02"
"83052000",
"830590",
"8306",
"830610",
"830629","11340"
"83062900",
"830630",
"8307",
"830710",
"830790",
"8308","22526"
"830810",
"83081010","157882"
"830820",
"830890",
"83089000",
"8309","131244.68"
"830910",
"830990","15496.4"
"83099010",
"83099090",
"8310","1774"
"831000",
"8311","21400"
"831100",
"831110","43376.522"
"83111000",
"831120","184242.678"
"831130",
"831190","26720"
"83119000",
"8347",
"8401",
"840120",
"8402","15971"
"840212",
"840220","23400"
"8403","16224"
"840310",
"84031010",
"84031090",
"840390",
"8404",
"840410","801000"
"840490",
"8405","1900"
"840510",
"840690",
"8407","79048"
"840700",
"840710",
"840721",
"840729",
"840732","11813"
"840733",
"84073380",
"840734","155136"
"84073410",
"84073414",
"84073430",
"840790",
"84079010",
"84079090",
"840791",
"8408","214519"
"840810",
"840820","69210"
"84082010",
"84082090",
"84082099","176060"
"840840",
"840870",
"840890","20141"
"84089010",
"84089021",
"84089085",
"8408909050",
"8409","14456.42"
"840991","5487"
"840999","110352.304"
"84099990",
"8410","121332"
"841010",
"841090",
"84109000",
"8411","509"
"841112",
"841199",
"84119900",
"8412",
"841210",
"84121000",
"841221",
"84122120",
"841229",
"84122981",
"841231",
"841239",
"841250",
"841280",
"84128090",
"841282",
"841290","42208"
"84129020",
"84129090",
"8413","635872.421"
"84131",
"841311",
"84131100",
"841319","24755.56"
"841320","57896.1"
"84132000",
"841330","8424"
"84133020","2610"
"841340","83951"
"841350","5121.11"
"8413504000",
"841360","39031.5"
"841370","355213.472"
"84137000",
"84137021",
"84137059",
"84137081",
"841381","64492"
"841391","234332.03"
"84139100",
"84139190",
"841392",
"8414","523300.02"
"84141",
"841410",
"841420","1777.3"
"841430",
"841440",
"841451","17016"
"841459","76204.4"
"84145920","31097"
"84145940","890"
"841460","6332.1"
"84146000",
"841480","27901.58"
"84148011",
"8414802005",
"84148080",
"841490","5447"
"84149000",
"8415","581891.52"
"841510","214849.03"
"84151090",
"841520","2434"
"841581",
"841582","19325"
"84158200",
"841583",
"841590","52806"
"8415900009",
"8415908045",
"8416","18450"
"841610",
"841690",
"8417","105891.152"
"841710","18980"
"841720",
"841780","17236"
"841790","33560"
"84179000",
"8418","277147.54"
"841810","357640"
"84181000",
"84181020",
"841821","29560"
"84182110",
"84182159",
"841829",
"841830",
"84183020","80089.31"
"841840","5912"
"841850","9100"
"84185019","15868"
"841861",
"841869","8702.92"
"841891",
"841899","3832.92"
"8419","305391.4"
"841900",
"841910",
"841911",
"841919","31053.6"
"84191900",
"841920",
"841931","5640"
"841932","96616"
"84193200",
"841939",
"84193900",
"841940",
"841950","314335"
"84195000",
"8419500000",
"841960",
"841981","23211"
"84198120",
"841989","23762.6"
"84198910",
"84198995",
"841990","13222.64"
"84199015",
"8420",
"842010",
"8421","580800.8"
"842100",
"842111",
"84211100",
"842119",
"842121","384469.028"
"84212100",
"842122",
"842123","274075.6"
"842129",
"84212900",
"842131","34631.2"
"84213100",
"842139","42809.541"
"84213920",
"84213925","55727"
"84213940",
"8421398005",
"842191","7507.5"
"842199","70796.26"
"84219900",
"84219990","2740"
"8422","49884"
"842211","18970"
"84221100",
"842219",
"842220",
"842230","33944.5"
"842240","10144.212"
"842290",
"84229090",
"8423","9181"
"842310","63116"
"842320","53796"
"842330",
"842341",
"842381",
"842389",
"842390",
"8424","217312.8"
"842410","536.155"
"842420","30722.2"
"84242000",
"842430","50179.44"
"842441",
"842449","106827.5"
"842481",
"84248190",
"842482","197245.334"
"84248210",
"842489","33202"
"84248900",
"84248970","3365.74"
"842490",
"84249000",
"8425","133202"
"842510",
"842511",
"842519","678.581"
"842531",
"84253100",
"842539",
"842542",
"84254200",
"842549","19112.634"
"8426",
"84261900",
"842630",
"842641",
"84264100",
"842691","19250"
"842699",
"84269900",
"8427","371510"
"842700",
"842710",
"84271090",
"842720","180750"
"84272011",
"842790","35405"
"84279000",
"8428","113087.82"
"842810",
"84281020",
"842820",
"84282020",
"842830",
"842832",
"842833","316461"
"84283300",
"842839","19674.57"
"84283990",
"842840","38940"
"842890","46434"
"84289090",
"8428909090",
"8429","178084"
"842911",
"84291100",
"842919",
"842920",
"842940","61600"
"842951","48372.5"
"842952","76200"
"84295210",
"842959","9395"
"8430","44544.01"
"843020",
"843039","51900"
"843041",
"84304100",
"843049",
"84304900",
"843050","97018.79"
"84305000","696000"
"843061",
"843069","4200"
"8431","728245.534"
"843100",
"843110","70445"
"843120","43540"
"843131","7564"
"84313100","864"
"843139","27966.68"
"843141","14989.6"
"84314100","28900"
"84314141",
"843143","72166.963"
"84314300",
"843149","208320.96"
"84314920",
"84314980","172477.04"
"8432","409228.164"
"843210",
"843221","2383.199"
"843229","395549.31"
"84322900",
"84322910",
"84322930",
"84322990",
"84323011",
"843231","21158.527"
"843239",
"843240",
"843241","8032.21"
"843242",
"843280","45134.914"
"843290","548237.702"
"84329000",
"8433","407928.393"
"843311","339900.23"
"84331100",
"8433110040",
"843319","119665"
"84331910",
"843320","119804"
"84332090",
"843340",
"843351",
"84335100",
"843353",
"843359","65420.55"
"84335900",
"843360",
"843390","141560.423"
"84339000",
"8434",
"843410",
"8435","26385.46"
"8436","54589.7"
"843610",
"843621",
"843629",
"84362900",
"843680","25686"
"8436800090",
"84368010",
"843691",
"843699","37074.516"
"8437","113220"
"843710","2380"
"843780","94860"
"843790",
"8438","952.956"
"843810","403.701"
"84381010",
"843820","1300"
"843840",
"843850","12545"
"84385000",
"843860",
"84386000",
"843880","62130"
"84388000",
"84388099",
"84389",
"843890","210"
"84389000",
"8439",
"843920",
"843930","48178.8"
"843991","6624.278"
"843999",
"8440","16680.9"
"844010","45693"
"84401000",
"84401010",
"84401090",
"844090",
"84409000",
"8441","71982.73"
"844110",
"84411010",
"844120",
"844130",
"84413000",
"844140","11640"
"844180",
"84419",
"844190",
"8442",
"844200",
"844230",
"844250",
"8443","93717.9"
"844311","167710"
"844313",
"84431310","166990"
"844314",
"844315",
"844317",
"844331","36189"
"844332","327.951"
"8443321300",
"844339",
"84433910",
"844391","5500"
"844399","19407.3"
"844400",
"8445",
"844500",
"844511","23570"
"84451100","17955"
"844512",
"844513","5120"
"84451300",
"844519","13997"
"84451900","7237"
"844520","126051"
"84452000",
"844530",
"844540",
"84454000","20735"
"844590",
"8446","52250"
"844610",
"844629",
"844630","306676"
"84463000",
"8447","10576"
"844711",
"844712",
"844720",
"844790","7257.21"
"8448","103591.96"
"844811",
"844819",
"84481900",
"844820",
"844832",
"84483200",
"844833",
"844839",
"844849",
"844851",
"844859","165055.55"
"8449",
"844900","6410"
"8450","47568"
"845011","469397"
"84501100",
"84501111",
"84501119",
"84501190","11905.2"
"845012",
"84501200",
"845019","53898"
"84501900",
"845020",
"845090",
"84509000",
"8451","82093"
"845110",
"845121","74728"
"845129","1550"
"845130",
"845140",
"845150",
"845180","3104"
"84518080",
"845190",
"84519000",
"8452","300842.3"
"845210","340556.01"
"84521000",
"84521011",
"845221","12771.8"
"845229",
"845230",
"845290",
"845320",
"845380",
"8454","8336"
"845490","1761.287"
"8455","4772277"
"84551000",
"8455100000",
"845521",
"845522",
"845530",
"845590",
"84559000","1769949"
"8456","3790"
"845610",
"845611","3248"
"8456110090","13858"
"845630",
"845650",
"845690",
"8457",
"845710","17160"
"845720",
"845790",
"8458","4350"
"845811","17978"
"845819","354"
"84581900",
"845891",
"84589150",
"845899",
"8459","12184.33"
"845900",
"845921",
"845929",
"8459610080",
"84596190",
"845969",
"8460","19769"
"846012","5500"
"846019",
"846023",
"846024",
"846029",
"84602910",
"846031",
"846039",
"846090",
"8461",
"846150",
"84615011",
"8462","26343"
"846210",
"846221","4000"
"846229","19374"
"846231",
"846239","1302"
"84623910","54020"
"846241","10335"
"846291","15600"
"846299",
"84629940",
"8462998060",
"846330","26721.3"
"846390",
"84639000",
"8464","9800"
"846410","5000"
"84641000",
"846420",
"846490",
"8465","101175.88"
"846500",
"846510",
"846520",
"846591","9927.12"
"84659110","4200"
"846592","19500"
"84659200",
"846593",
"846594",
"846595",
"846596",
"846599",
"84659900",
"8466","104202.27"
"846610",
"846620",
"846691",
"846692",
"846693",
"846694",
"8467","605990.78"
"846700",
"846710",
"846711",
"846719",
"84671900",
"84672",
"846721","69524.08"
"84672110",
"846722","10569"
"84672210",
"846729","95379.14"
"846781","14675"
"84678100",
"846789","51355"
"84678900",
"846791",
"846792",
"846799",
"84679900",
"8468",
"846880",
"846890","4306.5"
"8470",
"847010",
"847050",
"847090",
"8471","36977.695"
"847100",
"847130",
"847141",
"84714100",
"847149",
"847150","730"
"847160","74466"
"84716071",
"847180",
"847190",
"8472","44885.624"
"847210",
"847230",
"847290","22565.2"
"8473","48505.1"
"847329","41312"
"84732900",
"847330","32662"
"84733020",
"847340",
"8474","1618762.24"
"847410","26040"
"847420","24120"
"84742000",
"847431","97610"
"847439","33240"
"847480","456714.49"
"84748090","3000"
"847490","331580.783"
"84749010",
"84749090",
"8475",
"847510",
"847529","45042"
"847590",
"8476",
"847621",
"847681",
"847689",
"8477","96893"
"847710","34639"
"84771000",
"847720","6100"
"847730","17300"
"84773000",
"847740",
"847759",
"847780","357523.45"
"84778011",
"847790","41340.28"
"8478",
"847810",
"8479","72062.779"
"847910","380.114"
"847920",
"847930",
"84793010",
"847940",
"847950",
"847960",
"84796000",
"84797100",
"8479710000",
"847979",
"847981",
"84798100",
"847982","5815"
"84798200",
"8479820040",
"847989","193847.1"
"84798900",
"84798930",
"84798997",
"84798998",
"847990",
"84799020","39258"
