id,Stop_name,Stop_code,Common_code,Latitude,Longitude,Road_side,Road_number,Street,County,Parish,Village
"10833","Ūdrupe","7958","6103","57.2788628","26.1386111","Kreisā","P27","","Smiltenes novads","Variņu pagasts",""
"10834","Ūdrupe","7959","6103","57.2784595","26.1389505","Labā","P27","","Smiltenes novads","Variņu pagasts",""
"10835","Ķemere","7960","6104","57.7570708","25.5519705","Kreisā","V112","","Burtnieku novads","Ēveles pagasts","Ķemere"
"10836","Ķemere","7961","6104","57.7568816","25.5533942","Labā","V112","","Burtnieku novads","Ēveles pagasts","Ķemere"
"10837","Kalējiņi","7962","6105","57.7478961","25.5883851","Labā","V112","","Burtnieku novads","Ēveles pagasts",""
"10838","Daksti","7963","6106","57.7521965","25.6399976","Kreisā","V112","","Burtnieku novads","Ēveles pagasts","Daksti"
"10839","Turnas pagrieziens","7964","6107","57.7612882","25.6778087","Labā","V112","","Valkas novads","Kārķu pagasts",""
"10840","Turnas pagrieziens","7965","6107","57.7617292","25.6787329","Kreisā","V112","","Valkas novads","Kārķu pagasts",""
"10841","Kārkliņi","7966","6108","57.5514784","25.6787455","Kreisā","V182","","Beverīnas novads","Trikātas pagasts",""
"10842","Kārkliņi","7967","6108","57.5514393","25.6796488","Labā","V182","","Beverīnas novads","Trikātas pagasts",""
"10843","Zaltes","7968","6109","57.5213082","25.6305173","Kreisā","V196","","Beverīnas novads","Trikātas pagasts",""
"10844","Zaltes","7969","6109","57.5205051","25.6311383","Labā","V196","","Beverīnas novads","Trikātas pagasts",""
"10845","Ķeizari","7970","6110","57.4548855","26.1412120","Kreisā","V247","","Smiltenes novads","Bilskas pagasts",""
"10846","Dutka","7971","6111","57.5053602","25.6808572","Kreisā","V196","","Beverīnas novads","Trikātas pagasts",""
"10847","Dutka","7972","6111","57.5048097","25.6820098","Labā","V196","","Beverīnas novads","Trikātas pagasts",""
"10848","Kaupi","7973","6112","57.4970382","25.7152659","Kreisā","V196","","Beverīnas novads","Trikātas pagasts",""
"10849","Kaupi","7974","6112","57.4964555","25.7154117","Labā","V196","","Beverīnas novads","Trikātas pagasts",""
"10850","Bikseja","7975","6113","57.4746481","25.7200045","Kreisā","V196","","Smiltenes novads","Blomes pagasts",""
"10851","Bikseja","7976","6113","57.4740873","25.7202668","Labā","V196","","Smiltenes novads","Blomes pagasts",""
"10852","Bilska","7977","6114","57.4901428","25.9825172","Kreisā","V229","Jaunā iela 2","Smiltenes novads","Bilskas pagasts","Bilska"
"10853","Bilska","7978","6114","57.4906949","25.9836172","Labā","V229","Jaunā iela 2","Smiltenes novads","Bilskas pagasts","Bilska"
"10854","Sieri","7979","6115","57.5039010","26.0062006","Kreisā","V229","","Smiltenes novads","Bilskas pagasts",""
"10855","Sieri","7980","6115","57.5046367","26.0077604","Labā","V229","","Smiltenes novads","Bilskas pagasts",""
"10856","Ruikas","7981","6116","57.5219912","26.0318382","Labā","V229","","Smiltenes novads","Bilskas pagasts",""
"10857","Ruikas","7982","6116","57.5224942","26.0324171","Kreisā","V229","","Smiltenes novads","Bilskas pagasts",""
"10858","Upesvārnas","7983","6117","57.5284655","26.0565297","Labā","V229","","Smiltenes novads","Bilskas pagasts",""
"10859","Upesvārnas","7984","6117","57.5290976","26.0576635","Kreisā","V229","","Smiltenes novads","Bilskas pagasts",""
"10860","Lobērģi","7985","6118","57.5323049","26.0813396","Kreisā","V229","","Smiltenes novads","Bilskas pagasts","Lobērģi"
"10861","Lobērģi","7986","6118","57.5326231","26.0840283","Labā","V229","","Smiltenes novads","Bilskas pagasts","Lobērģi"
"10862","Zariņi","7987","6119","57.5353852","26.1040261","Kreisā","V229","","Smiltenes novads","Bilskas pagasts",""
"10863","Zariņi","7988","6119","57.5350767","26.1047075","Labā","V229","","Smiltenes novads","Bilskas pagasts",""
"10864","Spiksti","7989","6120","57.5356281","26.1402680","Kreisā","V229","","Smiltenes novads","Grundzāles pagasts",""
"10865","Spiksti","7990","6120","57.5357876","26.1412654","Labā","V229","","Smiltenes novads","Grundzāles pagasts",""
"10866","Augstkalni","7991","6121","57.5474181","26.1746624","Labā","V229","","Smiltenes novads","Grundzāles pagasts",""
"10867","Mierkalns","7992","6122","57.5608504","26.1921997","Labā","V229","","Valkas novads","Zvārtavas pagasts",""
"10868","Lielaiskrogs","7993","6123","57.5639065","26.2049240","Kreisā","V229","","Valkas novads","Zvārtavas pagasts",""
"10869","Lielaiskrogs","7994","6123","57.5639977","26.2059886","Labā","V229","","Valkas novads","Zvārtavas pagasts",""
"10870","Ozolu skola","7995","6124","57.5639486","26.2232322","Kreisā","V229","","Valkas novads","Zvārtavas pagasts",""
"10871","Zaķi","7996","6125","57.5693629","26.2403146","Labā","V229","","Valkas novads","Zvārtavas pagasts",""
"10872","Zaķi","7997","6125","57.5696649","26.2419095","Kreisā","V229","","Valkas novads","Zvārtavas pagasts",""
"10873","Miciņi","7998","6126","57.8800107","25.7094371","Labā","V230","","Valkas novads","Ērģemes pagasts","Omuļi"
"10874","Miciņi","7999","6126","57.8800846","25.7098589","Kreisā","V230","","Valkas novads","Ērģemes pagasts","Omuļi"
"10875","Omuļu skola","8000","6127","57.8837969","25.7386109","Kreisā","V230","","Valkas novads","Ērģemes pagasts","Omuļi"
"10876","Omuļu skola","8001","6127","57.8838663","25.7400648","Labā","V230","","Valkas novads","Ērģemes pagasts","Omuļi"
"10877","Ēveles pienotava","8002","6128","57.6875893","25.5496000","A/V","V231","","Burtnieku novads","Ēveles pagasts",""
"10878","Ēveles ambulance","8003","6129","57.6925249","25.5548700","Kreisā","V231","","Burtnieku novads","Ēveles pagasts","Ēvele"
"10879","Ēveles ambulance","8004","6129","57.6925288","25.5552782","Labā","V231","","Burtnieku novads","Ēveles pagasts","Ēvele"
"10880","Ēvele","8005","6130","57.6986508","25.5685540","A/V","V231","","Burtnieku novads","Ēveles pagasts",""
"10882","Žagatas","8007","6131","57.7083707","25.5976552","Kreisā","V231","","Burtnieku novads","Ēveles pagasts",""
"10883","Šķiliņi","8008","6132","57.7190110","25.6157767","Kreisā","V231","","Burtnieku novads","Ēveles pagasts",""
"10884","Šķiliņi","8009","6132","57.7192025","25.6166499","Labā","V231","","Burtnieku novads","Ēveles pagasts",""
"10885","Milnasti","8010","6133","57.7328504","25.6491221","Kreisā","V231","","Burtnieku novads","Ēveles pagasts",""
"10886","Milnasti","8011","6133","57.7330111","25.6504640","Labā","V231","","Burtnieku novads","Ēveles pagasts",""
"10887","Jaunjērcēni","8012","6135","57.6907561","25.6518969","Kreisā","V232","","Strenču novads","Jērcēnu pagasts","Jērcēni"
"10888","Jaunjērcēni","8013","6135","57.6903746","25.6518039","Labā","V232","","Strenču novads","Jērcēnu pagasts","Jērcēni"
"10889","Puļļas","8014","6136","57.6653241","25.6315756","Kreisā","V232","","Strenču novads","Jērcēnu pagasts",""
"10890","Puļļas","8015","6136","57.6651810","25.6300434","Labā","V232","","Strenču novads","Jērcēnu pagasts",""
"10891","Džindžas","8016","6137","57.4515407","26.1299149","Labā","V247","","Smiltenes novads","Bilskas pagasts",""
"10892","Austras","8017","6138","57.6494385","25.5797959","Kreisā","V232","","Strenču novads","Jērcēnu pagasts",""
"10893","Austras","8018","6138","57.6492423","25.5783929","Labā","V232","","Strenču novads","Jērcēnu pagasts",""
"10894","Latas","8019","6139","57.4491647","26.1138746","Labā","V247","","Smiltenes novads","Bilskas pagasts",""
"10895","Ķeiži","8020","6140","57.6293960","25.5495830","Labā","V232","","Strenču novads","Jērcēnu pagasts",""
"10896","Trikāta","8021","6141","57.5427371","25.7088750","A/V","V233","Nākotnes iela 2","Beverīnas novads","Trikātas pagasts","Trikāta"
"10897","Nomnieki","8022","6142","57.5329525","25.6893001","Kreisā","V233","","Beverīnas novads","Trikātas pagasts",""
"10898","Nomnieki","8023","6142","57.5322953","25.6884332","Labā","V233","","Beverīnas novads","Trikātas pagasts",""
"10899","Grotes","8024","6143","57.5234098","25.6824456","Kreisā","V233","","Beverīnas novads","Trikātas pagasts",""
"10900","Grotes","8025","6143","57.5227668","25.6822035","Labā","V233","","Beverīnas novads","Trikātas pagasts",""
"10901","Tūterkalns","8026","6144","57.3820905","25.8295592","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10902","Tūterkalns","8027","6144","57.3821920","25.8284482","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10903","Vīķīši","8028","6145","57.3828342","25.8108438","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10904","Vīķīši","8029","6145","57.3831208","25.8101358","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10905","Puntules","8030","6146","57.3784689","25.7936379","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10906","Puntules","8031","6146","57.3783657","25.7926885","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10907","Naudieši","8032","6147","57.3737022","25.7725300","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10908","Naudieši","8033","6147","57.3735311","25.7720207","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10909","Kazēkas","8034","6148","57.3663168","25.7601107","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10910","Kazēkas","8035","6148","57.3662602","25.7600159","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10911","Brantu skola","8036","6150","57.3592429","25.7336973","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10912","Brantu skola","8037","6150","57.3591600","25.7329343","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10913","Tālava","8038","6155","57.5610410","25.7524731","Kreisā","V241","","Beverīnas novads","Trikātas pagasts",""
"10914","Tālava","8039","6155","57.5606162","25.7519129","Labā","V241","","Beverīnas novads","Trikātas pagasts",""
"10915","Plāņi","8040","6157","57.5375200","25.8648028","A/V","V242","Skolas iela 2","Strenču novads","Plāņu pagasts","Plāņi"
"10916","Plāņu pagrieziens","8041","6158","57.5356471","25.8388016","Kreisā","V242","","Strenču novads","Plāņu pagasts",""
"10917","Plāņu pagrieziens","8042","6158","57.5356359","25.8373206","Labā","V242","","Strenču novads","Plāņu pagasts",""
"10918","Višķi","8043","6160","57.5443201","25.8039425","Kreisā","V242","Trikātas iela 5","Strenču novads","Plāņu pagasts","Višķi"
"10919","Kažauči","8044","6162","57.4544959","25.8717096","Kreisā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10920","Darbnīcas","8045","6163","57.4552036","25.8867838","Kreisā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10921","Jaunbilska","8046","6164","57.4582866","25.9193060","Labā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10922","Zadi","8047","6165","57.4603868","25.9345568","Kreisā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10923","Varicēni","8048","6166","57.4584594","25.9626461","Kreisā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10924","Varicēni","8049","6166","57.4582706","25.9628753","Labā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10925","Zeltiņi","8050","6167","57.4573257","25.9977657","Kreisā","V243","","Smiltenes novads","Bilskas pagasts","Zeltiņi"
"10926","Zeltiņi","8051","6167","57.4569146","25.9997235","Labā","V243","","Smiltenes novads","Bilskas pagasts","Zeltiņi"
"10927","Kalējiņi","8052","6169","57.4470541","26.0678035","Kreisā","V243","","Smiltenes novads","Bilskas pagasts",""
"10928","Kalējiņi","8053","6169","57.4463328","26.0692155","Labā","V243","","Smiltenes novads","Bilskas pagasts",""
"10929","Mēri","8054","6170","57.4409525","26.0873130","Labā","V243","Bērzu iela 6","Smiltenes novads","Bilskas pagasts","Mēri"
"10930","Druvas","8055","6171","57.4288189","26.1061341","Kreisā","V243","","Smiltenes novads","Bilskas pagasts",""
"10931","Druvas","8056","6171","57.4281728","26.1070323","Labā","V243","","Smiltenes novads","Bilskas pagasts",""
"10932","Stūrīši","10520","253","57.4118030","26.1232653","Kreisā","V243","","Smiltenes novads","Palsmanes pagasts",""
"10933","Stūrīši","8057","6172","57.4508737","25.8359001","Kreisā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10934","Stūrīši","10528","253","57.4112589","26.1229407","Labā","V243","","Smiltenes novads","Palsmanes pagasts",""
"10935","Stūrīši","8058","6172","57.4508365","25.8360286","Labā","V243","","Smiltenes novads","Smiltenes pagasts",""
"10936","Lejasmālejas","8059","6173","57.3977697","26.1389397","Kreisā","V243","","Smiltenes novads","Palsmanes pagasts",""
"10937","Lejasmālejas","8060","6173","57.3974034","26.1392105","Labā","V243","","Smiltenes novads","Palsmanes pagasts",""
"10938","Mālejas","8061","6174","57.3876536","26.1575759","Kreisā","V243","","Smiltenes novads","Palsmanes pagasts","Mālejas"
"10939","Mālejas","8062","6174","57.3870820","26.1593890","Labā","V243","","Smiltenes novads","Palsmanes pagasts",""
"10940","Palsmane","8063","6175","57.3896780","26.1813160","Kreisā","V243","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10941","Palsmane","8064","6175","57.3895991","26.1828700","Labā","V243","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10942","Lembis","8065","6177","57.3957642","25.8620383","Kreisā","V234","","Smiltenes novads","Brantu pagasts",""
"10943","Lembis","8066","6177","57.3952226","25.8614519","Labā","V234","","Smiltenes novads","Brantu pagasts",""
"10944","Pedele","8067","6180","57.8143841","25.9231462","Kreisā","V236","","Valkas novads","Valkas pagasts","Pedele"
"10945","Pedele","8068","6180","57.8156352","25.9205776","Labā","V236","","Valkas novads","Valkas pagasts","Pedele"
"10946","Brīdaga","8069","6181","57.8139809","25.8769827","Kreisā","V236","","Valkas novads","Valkas pagasts","Bērzezers"
"10947","Brīdaga","8070","6181","57.8140936","25.8768569","Labā","V236","","Valkas novads","Valkas pagasts","Bērzezers"
"10948","Ērģemes pilsdrupas","8071","6183","57.8137295","25.8317302","Kreisā","V236","Vītolu iela 10","Valkas novads","Ērģemes pagasts","Ērģeme"
"10949","Ērģemes pilsdrupas","8072","6183","57.8137214","25.8314878","Labā","V236","Vītolu iela 10","Valkas novads","Ērģemes pagasts","Ērģeme"
"10950","Vīganti","8073","6184","57.7927775","25.8092380","Kreisā","V237","","Valkas novads","Ērģemes pagasts",""
"10951","Vīganti","8074","6184","57.7923978","25.8088545","Labā","V237","","Valkas novads","Ērģemes pagasts",""
"10952","Žēguri","8075","6185","57.7794899","25.8051010","Kreisā","V237","","Valkas novads","Ērģemes pagasts",""
"10953","Žēguri","8076","6185","57.7790472","25.8051355","Labā","V237","","Valkas novads","Ērģemes pagasts",""
"10954","Diļi","8077","6186","57.7658465","25.8013884","Kreisā","V237","","Valkas novads","Ērģemes pagasts",""
"10955","Diļi","8078","6186","57.7655767","25.8008558","Labā","V237","","Valkas novads","Ērģemes pagasts",""
"10956","Noriņas","8079","6187","57.7591853","25.7393141","Labā","V237","","Valkas novads","Ērģemes pagasts",""
"10957","Noriņas","8080","6187","57.7590828","25.7390832","Kreisā","V237","","Valkas novads","Ērģemes pagasts",""
"10958","Ferma","8081","6188","57.7607567","25.7098089","Kreisā","V237","","Valkas novads","Ērģemes pagasts",""
"10959","Ferma","8082","6188","57.7607470","25.7092822","Labā","V237","","Valkas novads","Ērģemes pagasts",""
"10960","Virslavas","8083","6190","57.6646471","25.6677870","Kreisā","V238","","Strenču novads","Jērcēnu pagasts",""
"10961","Virslavas","8084","6190","57.6654376","25.6665572","Labā","V238","","Strenču novads","Jērcēnu pagasts",""
"10962","Jērcēnu veikals","8085","6191","57.6756007","25.6472500","Kreisā","V232","","Strenču novads","Jērcēnu pagasts",""
"10963","Dadzīši","8087","6192","57.6813728","25.6224606","Kreisā","V238","","Strenču novads","Jērcēnu pagasts",""
"10964","Dadzīši","8088","6192","57.6822201","25.6208204","Labā","V238","","Strenču novads","Jērcēnu pagasts",""
"10965","Ēveles skola","8089","6193","57.6925596","25.5803005","Kreisā","V238","","Burtnieku novads","Ēveles pagasts",""
"10966","Ēveles skola","8090","6193","57.6933533","25.5789489","Labā","V238","","Burtnieku novads","Ēveles pagasts",""
"10967","Mežmaļi","8092","6206","57.5462590","26.1935884","Labā","V248","","Valkas novads","Zvārtavas pagasts",""
"10968","Aumeisteri","8093","6207","57.5221271","26.2036768","Kreisā","V248","","Smiltenes novads","Grundzāles pagasts","Aumeisteri"
"10969","Aumeisteri","8094","6207","57.5221991","26.2034122","Labā","V248","","Smiltenes novads","Grundzāles pagasts","Aumeisteri"
"10970","Kalnrijas","8095","6211","57.4716657","26.2118515","Kreisā","V248","","Smiltenes novads","Grundzāles pagasts",""
"10971","Kalnrijas","8096","6211","57.4710108","26.2120229","Labā","V248","","Smiltenes novads","Grundzāles pagasts",""
"10972","Lankaskalns","8097","6215","57.4112865","26.2036898","Labā","V248","","Smiltenes novads","Palsmanes pagasts",""
"10973","Pagastmāja","8098","6217","57.3889098","26.1901173","Kreisā","V248","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10974","Pagastmāja","8099","6217","57.3889490","26.1901938","Labā","V248","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10975","Darbnīcas","8100","6218","57.3849675","26.1918564","Kreisā","V248","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10976","Darbnīcas","8101","6218","57.3845881","26.1915893","Labā","V248","","Smiltenes novads","Palsmanes pagasts","Palsmane"
"10977","Mežnieki","8102","6219","57.3728032","26.1824747","Labā","V248","","Smiltenes novads","Palsmanes pagasts",""
"10978","Kalnapūķi","8103","6220","57.3628296","26.1759552","Kreisā","V248","","Smiltenes novads","Variņu pagasts",""
"10979","Ķempu skola","8104","6221","57.3452509","26.1802659","Labā","V248","","Smiltenes novads","Variņu pagasts",""
"10980","Vilciņi","8105","6222","57.3334907","26.1731009","Kreisā","V248","","Smiltenes novads","Variņu pagasts",""
"10981","Vilciņi","8106","6222","57.3335132","26.1728725","Labā","V248","","Smiltenes novads","Variņu pagasts",""
"10982","Budži","8107","6223","57.3093610","26.1592258","Kreisā","V248","","Smiltenes novads","Variņu pagasts",""
"10983","Budži","8108","6223","57.3092495","26.1591192","Labā","V248","","Smiltenes novads","Variņu pagasts",""
"10984","Grošļi","8109","6224","57.3013076","26.1578001","Kreisā","V248","","Smiltenes novads","Variņu pagasts",""
"10985","Grošļi","8110","6224","57.3010028","26.1574567","Labā","V248","","Smiltenes novads","Variņu pagasts",""
"10986","Lielgrošļi","8111","6225","57.2937015","26.1531261","Labā","V248","","Smiltenes novads","Variņu pagasts",""
"10987","Vizla","8112","6226","57.4248310","26.2775986","Labā","V249","","Smiltenes novads","Grundzāles pagasts",""
"10988","Ērģemes pansionāts","8113","6227","57.8287803","25.8043908","Kreisā","V256","","Valkas novads","Ērģemes pagasts",""
"10989","Ērģemes pansionāts","8114","6227","57.8295590","25.8038660","Labā","V256","","Valkas novads","Ērģemes pagasts",""
"10990","Jaunstintes","8115","6228","57.8542079","25.7916739","Kreisā","V256","","Valkas novads","Ērģemes pagasts",""
"10991","Jaunstintes","8116","6228","57.8543989","25.7916272","Labā","V256","","Valkas novads","Ērģemes pagasts",""
"10992","Dārziņi","8117","6229","57.8657523","25.7571034","Kreisā","V256","","Valkas novads","Ērģemes pagasts",""
"10993","Dārziņi","8118","6229","57.8658923","25.7570403","Labā","V256","","Valkas novads","Ērģemes pagasts",""
"10994","Oliņas","8119","6233","57.6243145","25.8457173","Labā","V260","","Strenču novads","Plāņu pagasts",""
"10995","Oliņas","8120","6233","57.6238863","25.8447484","Kreisā","V260","","Strenču novads","Plāņu pagasts",""
"10996","Jaunais krogs","8121","6235","57.4308251","25.6940360","Kreisā","V323","","Smiltenes novads","Blomes pagasts",""
"10997","Jaunais krogs","8122","6235","57.4312505","25.6956384","Labā","V323","","Smiltenes novads","Blomes pagasts",""
"10998","Garoziņa","8123","6236","57.4375714","25.7365778","Kreisā","V323","","Smiltenes novads","Blomes pagasts",""
"10999","Garoziņa","8124","6236","57.4372885","25.7366172","Labā","V323","","Smiltenes novads","Blomes pagasts",""
"11000","Riņģi","8125","6237","57.4358934","25.7554330","Labā","V323","","Smiltenes novads","Blomes pagasts",""
"11001","Riņģi","8126","6237","57.4359466","25.7557085","Kreisā","V323","","Smiltenes novads","Blomes pagasts",""
"11002","Blome","8127","6238","57.4367950","25.7754465","Kreisā","V323","Cēsu iela 10","Smiltenes novads","Blomes pagasts","Blome"
"11003","Blome","8128","6238","57.4367913","25.7767465","Labā","V323","Cēsu iela 10","Smiltenes novads","Blomes pagasts","Blome"
"11004","Ilgas","8129","6239","57.4343648","25.8013220","Kreisā","V323","","Smiltenes novads","Blomes pagasts",""
"11005","Ilgas","8130","6239","57.4340109","25.8027682","Labā","V323","","Smiltenes novads","Blomes pagasts",""
"11006","Paliepas","8131","6240","57.4305057","25.8270549","Kreisā","V323","","Smiltenes novads","Smiltenes pagasts",""
"11007","Paliepas","8132","6240","57.4302860","25.8282250","Labā","V323","","Smiltenes novads","Smiltenes pagasts",""
"11008","Līdumi","8133","6241","57.4290092","25.8583101","Kreisā","V323","","Smiltenes novads","Smiltenes pagasts",""
"11009","Līdumi","8134","6241","57.4292708","25.8607079","Labā","V323","","Smiltenes novads","Smiltenes pagasts",""
"11010","Dobuļi","8135","6242","57.4615552","26.1720450","Labā","V247","","Smiltenes novads","Bilskas pagasts",""
"11011","Bunkas","8136","6243","56.6634016","21.9598508","Kreisā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11012","Bunkas","8137","6243","56.6632568","21.9588750","Labā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11013","Rudbārži","8138","6244","56.6439563","21.8819590","Kreisā","A9","","Skrundas novads","Rudbāržu pagasts","Rudbārži"
"11014","Rudbārži","8139","6244","56.6446894","21.8829654","Labā","A9","","Skrundas novads","Rudbāržu pagasts","Rudbārži"
"11015","Marijas muiža","8140","6245","56.6230219","21.8188986","Kreisā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11016","Marijas muiža","8141","6245","56.6225610","21.8174545","Labā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11017","Ilzika ezers","8142","6246","56.6161136","21.7951437","Kreisā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11018","Ilzika ezers","8143","6246","56.6157475","21.7933202","Labā","A9","","Skrundas novads","Rudbāržu pagasts",""
"11019","Ēdoles pagrieziens","8144","6247","57.0877733","21.7794449","Kreisā","P108","","Kuldīgas novads","Ēdoles pagasts",""
"11020","Ēdoles pagrieziens","8145","6247","57.0873377","21.7792128","Labā","P108","","Kuldīgas novads","Ēdoles pagasts",""
"11022","Nabas ezers","8146","6248","57.0721404","21.7974364","Kreisā","P108","","Kuldīgas novads","Padures pagasts",""
"11023","Nabas ezers","8147","6248","57.0722973","21.7967401","Labā","P108","","Kuldīgas novads","Padures pagasts",""
"11024","Ziediņi","8148","6249","57.0611422","21.8135910","Kreisā","P108","","Kuldīgas novads","Padures pagasts",""
"11025","Ziediņi","8149","6249","57.0620890","21.8127222","Labā","P108","","Kuldīgas novads","Padures pagasts",""
"11026","Kalnieši","8150","6250","57.0361342","21.8368487","Kreisā","P108","","Kuldīgas novads","Padures pagasts","Ķimale"
"11027","Kalnieši","8151","6250","57.0360581","21.8369543","Labā","P108","","Kuldīgas novads","Padures pagasts","Ķimale"
"11028","Ķimale","8152","6251","57.0232776","21.8644336","Kreisā","P108","","Kuldīgas novads","Padures pagasts",""
"11029","Ķimale","8153","6251","57.0227415","21.8651504","Labā","P108","","Kuldīgas novads","Padures pagasts","Ķimale"
"11030","Līzesmuiža","8154","6252","57.0118028","21.8794734","Kreisā","P108","","Kuldīgas novads","Padures pagasts",""
"11031","Līzesmuiža","8155","6252","57.0111538","21.8800681","Labā","P108","","Kuldīgas novads","Padures pagasts",""
"11032","Padures aleja","8156","6253","57.0064407","21.8917632","Kreisā","P108","","Kuldīgas novads","Padures pagasts",""
"11033","Padures aleja","8157","6253","57.0058783","21.8922870","Labā","P108","","Kuldīgas novads","Padures pagasts",""
"11034","Amazone","8158","6254","56.9969937","21.9022183","Kreisā","P108","","Kuldīgas novads","Padures pagasts","Deksne"
"11035","Amazone","8159","6254","56.9962729","21.9031158","Labā","P108","","Kuldīgas novads","Padures pagasts","Deksne"
"11036","Venta","8160","6255","56.9646386","22.0030851","Labā","P108","","Kuldīgas novads","Rumbas pagasts","Venta"
"11039","Gravas","8162","6257","56.9420695","22.0231219","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11040","Gravas","8163","6257","56.9411073","22.0237331","Labā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11041","Ēķupe","8164","6258","56.9333511","22.0367347","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11042","Ēķupe","8165","6258","56.9329467","22.0373025","Labā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11043","Lāčplēši","8166","6259","56.9257246","22.0509770","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11044","Lāčplēši","8167","6259","56.9253226","22.0510899","Labā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11045","Segļi","8168","6260","56.9072172","22.0663858","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11046","Segļi","8169","6260","56.9068494","22.0664218","Labā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11047","Novadnieki","8170","6261","56.8991192","22.0800338","Kreisā","P108","","Kuldīgas novads","Rumbas pagasts","Novadnieki"
"11048","Novadnieki","8171","6261","56.8988502","22.0798812","Labā","P108","","Kuldīgas novads","Rumbas pagasts",""
"11049","Bunas","8172","6263","56.8522301","22.1748446","Kreisā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11050","Bunas","8173","6263","56.8519893","22.1758503","Labā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11051","Zvaigznes","8174","6264","56.8492708","22.2121540","Kreisā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11052","Zvaigznes","8175","6264","56.8490333","22.2126973","Labā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11053","Vārmes pagrieziens","8176","6265","56.8458082","22.2240457","Kreisā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11054","Vārmes pagrieziens","8177","6265","56.8455561","22.2244121","Labā","P108","","Kuldīgas novads","Vārmes pagasts",""
"11055","Stanguti","8178","6266","56.9561549","21.9434183","Labā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11056","Stanguti","8179","6266","56.9569826","21.9442278","Kreisā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11057","Upīškalns","8180","6267","56.9388134","21.9303332","Kreisā","P112","","Kuldīgas novads","Kurmāles pagasts","Upīškalns"
"11058","Upīškalns","8181","6267","56.9385621","21.9298324","Labā","P112","","Kuldīgas novads","Kurmāles pagasts","Upīškalns"
"11059","Bērzi","8182","6268","56.9148231","21.9051965","Kreisā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11060","Bērzi","8183","6268","56.9143510","21.9049967","Labā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11061","Eņģeļi","8184","6269","56.8865292","21.8805038","Kreisā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11062","Eņģeļi","8185","6269","56.8858560","21.8797815","Labā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11063","Priednieki","8186","6270","56.8587479","21.8214327","Kreisā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11064","Priednieki","8187","6270","56.8584012","21.8194638","Labā","P112","","Kuldīgas novads","Kurmāles pagasts",""
"11065","Lipaiķi","8188","6272","56.8454709","21.7783172","Kreisā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11066","Lipaiķi","8189","6272","56.8451323","21.7771908","Labā","P112","","Kuldīgas novads","Turlavas pagasts",""
"11067","Turlava","8190","6273","56.8401710","21.7666808","Kreisā","P112","","Kuldīgas novads","Turlavas pagasts",""
